Bedroom,Bathroom,Property Size,# of Floors,Total Units,Parking Lot,Property Age,Tenure Type Encoded,Property Type Encoded,Land Title Encoded,Transit Zone,Facility Count,Facility Tier,State_Kedah,State_Kelantan,State_Kuala Lumpur,State_Melaka,State_Negeri Sembilan,State_Other,State_Pahang,State_Penang,State_Perak,State_Putrajaya,State_Sabah,State_Sarawak,State_Selangor,State_Terengganu,price
2.0,2.0,857.0,27.0,608.0,2.0,9.0,1,5,2,1,2,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,370000.0
3.0,2.0,800.0,20.0,462.0,1.0,12.0,0,0,1,0,4,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,210000.0
2.0,1.0,554.0,20.0,462.0,1.0,12.0,1,5,2,0,3,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,420000.0
5.0,4.0,2400.0,33.0,540.0,2.0,11.0,1,1,2,1,6,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1200000.0
3.0,2.0,1200.0,20.0,228.0,1.0,12.0,0,5,1,1,5,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,290000.0
3.0,1.0,657.0,20.0,462.0,1.0,12.0,1,0,1,1,3,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,220000.0
3.0,2.0,1006.0,13.0,462.0,1.0,17.0,0,0,2,0,4,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,330000.0
3.0,2.0,1173.0,15.0,462.0,1.0,12.0,0,1,1,1,8,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False,355000.0
3.0,2.0,613.0,20.0,462.0,1.0,12.0,0,0,1,0,14,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,140000.0
4.0,2.0,1200.0,20.0,462.0,1.0,12.0,0,0,2,1,14,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False,380000.0
3.0,2.0,960.0,20.0,462.0,1.0,12.0,0,0,1,1,14,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False,330000.0
3.0,2.0,657.0,20.0,462.0,1.0,12.0,0,3,1,1,14,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False,143000.0
3.0,2.0,1270.0,31.0,476.0,2.0,9.0,1,1,2,0,8,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,580000.0
3.0,2.0,1328.0,13.0,462.0,2.0,12.0,1,1,2,0,14,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,460000.0
4.0,2.0,1206.0,16.0,384.0,1.0,12.0,1,1,2,1,14,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,395000.0
3.0,2.0,1161.0,10.0,396.0,2.0,19.0,1,1,1,1,9,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False,350000.0
3.0,2.0,1399.0,20.0,1400.0,1.0,18.0,1,1,1,1,5,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,520000.0
3.0,2.0,810.0,5.0,462.0,1.0,12.0,1,0,2,1,2,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,230000.0
3.0,2.0,780.0,9.0,344.0,1.0,14.0,0,1,2,1,6,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,220000.0
3.0,2.0,900.0,20.0,723.0,2.0,6.0,1,0,1,1,10,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False,310000.0
3.0,2.0,800.0,18.0,200.0,1.0,20.0,0,0,1,1,6,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,260000.0
3.0,1.0,650.0,20.0,462.0,1.0,12.0,1,1,1,1,14,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False,145000.0
4.0,3.0,1626.0,36.0,202.0,1.0,20.0,1,1,2,1,11,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,728000.0
3.0,2.0,1080.0,17.0,444.0,2.0,12.0,0,1,1,1,3,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,420000.0
3.0,2.0,1010.0,20.0,462.0,1.0,12.0,0,0,2,0,14,2,False,False,False,False,False,False,False,False,False,False,False,True,False,False,135000.0
3.0,2.0,1101.0,20.0,462.0,1.0,12.0,0,3,2,0,14,2,False,False,False,False,False,False,False,False,False,False,False,True,False,False,148000.0
1.0,1.0,548.0,20.0,462.0,1.0,12.0,0,5,2,0,14,2,False,False,False,False,False,False,False,False,False,False,False,True,False,False,165000.0
3.0,2.0,856.0,4.0,40.0,1.0,12.0,1,0,2,1,2,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,295000.0
3.0,2.0,633.0,4.0,462.0,1.0,12.0,0,0,2,0,2,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,250000.0
3.0,2.0,1173.0,15.0,462.0,1.0,12.0,0,1,1,1,5,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,355000.0
3.0,2.0,1200.0,20.0,450.0,2.0,4.0,1,1,2,0,7,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1450000.0
3.0,2.0,786.0,22.0,816.0,1.0,19.0,1,1,2,0,8,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,345000.0
3.0,1.0,654.0,38.0,554.0,1.0,12.0,1,0,2,0,14,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,288000.0
4.0,3.0,1442.0,20.0,462.0,1.0,12.0,1,1,2,0,14,2,False,False,False,False,False,False,False,False,True,False,False,False,False,False,328000.0
3.0,1.0,667.0,20.0,462.0,1.0,12.0,1,0,1,1,14,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False,150000.0
3.0,2.0,670.0,5.0,950.0,1.0,12.0,1,3,2,1,1,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,160000.0
3.0,2.0,1207.0,18.0,250.0,1.0,13.0,0,5,1,1,8,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,530000.0
3.0,2.0,1173.0,26.0,727.0,2.0,4.0,0,1,2,1,9,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False,750000.0
3.0,1.0,680.0,20.0,462.0,1.0,12.0,1,0,2,0,3,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,230000.0
4.0,3.0,1386.0,20.0,899.0,2.0,13.0,0,1,2,1,12,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False,400000.0
3.0,2.0,882.0,31.0,360.0,1.0,30.0,1,1,2,0,7,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,250000.0
4.0,4.0,2300.0,22.0,79.0,2.0,27.0,1,1,2,0,9,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1818000.0
3.0,2.0,850.0,20.0,960.0,2.0,12.0,1,0,1,1,3,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,319000.0
3.0,2.0,850.0,16.0,196.0,1.0,18.0,0,0,1,0,14,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,275000.0
3.0,2.0,989.0,2.0,669.0,1.0,9.0,1,5,2,1,2,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,340000.0
3.0,2.0,810.0,20.0,462.0,1.0,12.0,0,3,1,1,14,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False,140000.0
2.0,2.0,708.0,20.0,177.0,1.0,12.0,1,1,2,0,7,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,399000.0
2.0,2.0,799.0,20.0,462.0,1.0,12.0,1,0,2,0,14,2,False,False,False,False,False,False,False,False,False,False,False,False,False,True,275000.0
1.0,1.0,768.0,20.0,462.0,1.0,12.0,0,0,2,0,10,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,270000.0
3.0,1.0,600.0,20.0,462.0,2.0,12.0,0,0,1,1,4,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,263000.0
1.0,1.0,777.0,21.0,336.0,2.0,10.0,0,1,2,1,12,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False,272000.0
3.0,2.0,1258.0,16.0,529.0,1.0,19.0,1,1,2,0,7,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,520000.0
1.0,1.0,610.0,19.0,312.0,1.0,17.0,0,1,2,1,10,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,300000.0
3.0,1.0,657.0,5.0,462.0,1.0,12.0,1,0,1,1,14,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False,225000.0
2.0,2.0,792.0,20.0,280.0,1.0,8.0,1,5,2,1,11,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False,400000.0
3.0,1.0,603.0,20.0,462.0,1.0,12.0,0,0,2,1,3,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,239000.0
3.0,2.0,906.0,21.0,565.0,1.0,20.0,0,0,2,0,8,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,268000.0
2.0,1.0,700.0,20.0,462.0,1.0,12.0,1,0,2,1,14,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,168000.0
1.0,1.0,464.0,43.0,956.0,1.0,12.0,1,1,2,1,8,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False,288000.0
3.0,2.0,1009.0,36.0,1338.0,2.0,9.0,0,5,2,1,11,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,350000.0
3.0,2.0,656.0,20.0,462.0,1.0,12.0,1,0,2,1,4,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,190000.0
3.0,2.0,850.0,7.0,120.0,1.0,21.0,0,0,2,1,4,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,290000.0
3.0,2.0,1432.0,20.0,684.0,1.0,12.0,1,1,2,0,10,2,False,False,False,False,False,False,False,False,False,False,False,True,False,False,900000.0
3.0,2.0,1080.0,12.0,462.0,2.0,12.0,1,0,2,0,6,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,350000.0
1.0,1.0,614.0,11.0,488.0,1.0,11.0,1,1,2,0,7,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,355000.0
2.0,2.0,810.0,27.0,462.0,1.0,22.0,1,1,2,0,10,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,395000.0
1.0,1.0,422.0,20.0,462.0,2.0,8.0,0,5,2,0,5,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,400000.0
3.0,2.0,743.0,13.0,462.0,1.0,17.0,0,0,1,0,3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,198000.0
2.0,2.0,430.0,20.0,462.0,1.0,5.0,1,5,2,1,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,345000.0
3.0,2.0,979.0,24.0,675.0,2.0,11.0,0,5,2,1,7,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,400000.0
3.0,2.0,1022.0,20.0,462.0,1.0,12.0,1,1,2,1,14,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False,207000.0
3.0,1.0,1349.0,20.0,462.0,1.0,12.0,1,1,2,0,8,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,580000.0
3.0,2.0,1100.0,20.0,109.0,1.0,12.0,0,1,2,0,9,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,485000.0
3.0,2.0,738.0,20.0,462.0,1.0,12.0,0,0,2,0,5,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,295000.0
3.0,2.0,810.0,20.0,462.0,1.0,12.0,0,3,1,1,2,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,170000.0
3.0,2.0,786.0,20.0,462.0,1.0,12.0,1,0,2,1,14,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False,205000.0
3.0,2.0,657.0,5.0,462.0,1.0,12.0,1,3,2,1,14,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False,128000.0
3.0,2.0,657.0,5.0,462.0,1.0,12.0,1,3,2,1,14,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False,115000.0
3.0,2.0,850.0,20.0,462.0,1.0,12.0,1,0,1,1,7,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,270000.0
3.0,3.0,1200.0,20.0,462.0,2.0,12.0,1,1,2,1,14,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False,499000.0
3.0,2.0,973.0,20.0,352.0,1.0,11.0,0,1,2,0,5,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,318000.0
3.0,2.0,870.0,29.0,391.0,2.0,10.0,0,5,2,0,9,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,450000.0
2.0,2.0,1066.0,20.0,462.0,1.0,12.0,0,5,2,0,14,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,500000.0
1.0,1.0,732.0,18.0,752.0,1.0,26.0,1,1,2,1,8,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,260000.0
3.0,2.0,850.0,15.0,462.0,2.0,12.0,0,0,2,1,5,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,340000.0
3.0,2.0,650.0,20.0,462.0,1.0,12.0,0,3,1,0,5,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,119000.0
3.0,2.0,858.0,24.0,299.0,1.0,19.0,0,0,2,1,6,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,370000.0
3.0,2.0,1039.0,5.0,462.0,1.0,12.0,1,0,2,1,4,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,430000.0
3.0,2.0,750.0,5.0,462.0,1.0,12.0,1,0,2,1,14,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False,250000.0
3.0,2.0,750.0,5.0,462.0,1.0,12.0,1,0,2,1,14,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False,260000.0
3.0,2.0,750.0,5.0,462.0,1.0,12.0,1,0,2,1,14,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False,175000.0
3.0,2.0,816.0,20.0,462.0,1.0,12.0,0,0,1,1,3,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,210000.0
2.0,1.0,688.0,20.0,462.0,1.0,12.0,1,5,2,0,14,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,206500.0
3.0,2.0,650.0,20.0,462.0,1.0,12.0,0,0,2,0,3,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,218000.0
4.0,2.0,1345.0,17.0,91.0,2.0,10.0,1,1,2,0,12,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,770000.0
2.0,1.0,590.0,20.0,462.0,1.0,12.0,1,3,2,0,3,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,220000.0
2.0,1.0,450.0,20.0,462.0,1.0,12.0,0,1,2,0,11,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,235000.0
2.0,1.0,600.0,22.0,800.0,1.0,17.0,0,6,2,1,14,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,477100.0
4.0,3.0,1800.0,20.0,462.0,3.0,12.0,0,2,2,0,14,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,790000.0
3.0,2.0,810.0,20.0,462.0,1.0,12.0,0,3,1,1,3,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,180000.0
3.0,2.0,853.0,20.0,462.0,2.0,10.0,1,0,1,1,5,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,250000.0
3.0,2.0,678.0,20.0,462.0,1.0,12.0,1,3,1,1,14,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False,135000.0
3.0,2.0,853.0,20.0,462.0,2.0,10.0,1,0,1,1,6,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,275000.0
3.0,1.0,650.0,5.0,462.0,1.0,12.0,0,3,2,1,1,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,165000.0
3.0,2.0,905.0,5.0,20.0,1.0,27.0,1,0,2,0,2,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,390000.0
3.0,2.0,966.0,20.0,462.0,1.0,12.0,0,0,2,0,14,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,235000.0
3.0,2.0,956.0,19.0,392.0,1.0,12.0,1,1,1,1,14,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False,380000.0
3.0,2.0,700.0,12.0,462.0,1.0,26.0,1,0,2,0,5,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,420000.0
2.0,2.0,850.0,20.0,462.0,1.0,12.0,1,0,1,0,9,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,450000.0
3.0,2.0,975.0,29.0,372.0,2.0,13.0,1,1,2,1,10,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False,420000.0
3.0,1.0,606.0,20.0,462.0,1.0,12.0,0,0,1,1,2,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,160000.0
3.0,2.0,657.0,20.0,462.0,1.0,12.0,0,3,2,1,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,215000.0
3.0,2.0,860.0,5.0,462.0,1.0,12.0,1,1,2,1,3,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,250000.0
4.0,2.0,1000.0,20.0,462.0,1.0,12.0,1,0,2,0,6,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,295000.0
3.0,2.0,1165.0,20.0,406.0,2.0,5.0,1,1,2,0,10,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,520000.0
3.0,2.0,775.0,20.0,462.0,1.0,12.0,0,3,1,1,1,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,125000.0
3.0,2.0,1000.0,16.0,462.0,2.0,12.0,1,0,1,1,4,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,350000.0
3.0,1.0,721.0,20.0,462.0,1.0,12.0,1,0,1,0,4,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,200000.0
3.0,2.0,775.0,7.0,462.0,1.0,12.0,0,0,2,0,4,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,180000.0
3.0,2.0,975.0,42.0,916.0,2.0,8.0,0,5,2,1,8,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False,470000.0
3.0,2.0,1382.0,20.0,224.0,3.0,8.0,1,2,2,1,8,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False,663000.0
4.0,3.0,1508.0,20.0,462.0,2.0,12.0,1,1,2,1,14,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,928000.0
3.0,2.0,958.0,45.0,2509.0,2.0,7.0,1,5,2,1,14,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,560000.0
3.0,2.0,1133.0,5.0,414.0,1.0,20.0,0,0,2,1,7,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,320000.0
3.0,2.0,850.0,20.0,462.0,1.0,12.0,0,0,2,0,3,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,200000.0
4.0,3.0,1695.0,11.0,1240.0,3.0,26.0,1,1,2,1,7,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,580000.0
3.0,2.0,850.0,20.0,462.0,2.0,12.0,1,0,2,0,13,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,330000.0
3.0,2.0,750.0,20.0,462.0,1.0,12.0,1,0,2,1,14,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False,260000.0
3.0,2.0,660.0,20.0,462.0,1.0,12.0,0,0,1,1,14,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False,105000.0
3.0,2.0,1000.0,20.0,462.0,2.0,6.0,1,0,2,0,12,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,480000.0
4.0,2.0,1181.0,18.0,608.0,2.0,16.0,0,1,1,1,9,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,460000.0
3.0,2.0,1300.0,20.0,1400.0,1.0,18.0,1,1,2,1,5,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,490000.0
3.0,2.0,1095.0,38.0,434.0,1.0,10.0,1,1,2,0,7,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,565000.0
2.0,2.0,1050.0,40.0,1360.0,2.0,9.0,0,5,2,0,11,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,525000.0
2.0,2.0,1050.0,40.0,1360.0,2.0,9.0,0,5,2,0,11,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,525000.0
4.0,3.0,1091.0,30.0,808.0,2.0,13.0,1,1,2,0,10,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,650000.0
3.0,1.0,635.0,5.0,59.0,1.0,25.0,1,3,2,0,14,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,230000.0
4.0,4.0,2747.0600000000027,20.0,462.0,2.0,12.0,1,0,2,0,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1200000.0
3.0,2.0,751.0,5.0,462.0,1.0,23.0,0,0,1,1,4,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,180000.0
3.0,2.0,650.0,20.0,462.0,1.0,12.0,1,0,2,1,14,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False,50000.0
3.0,2.0,1366.0,20.0,480.0,1.0,20.0,1,1,2,1,9,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False,370000.0
3.0,2.0,1100.0,20.0,410.0,2.0,5.0,1,1,2,0,7,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,640000.0
3.0,2.0,1200.0,20.0,410.0,2.0,5.0,1,1,2,0,7,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,680000.0
3.0,2.0,807.0,20.0,462.0,1.0,12.0,0,0,1,1,14,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False,230000.0
3.0,2.0,947.0,20.0,462.0,2.0,12.0,1,1,1,1,14,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False,452000.0
3.0,2.0,1155.0,20.0,462.0,2.0,12.0,1,1,2,0,10,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,720000.0
3.0,2.0,992.0,20.0,359.0,1.0,5.0,0,0,1,1,6,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,220000.0
3.0,2.0,882.0,20.0,462.0,1.0,12.0,1,0,2,0,3,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,230000.0
3.0,2.0,920.0,15.0,690.0,1.0,27.0,0,1,1,1,7,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,340000.0
3.0,2.0,870.0,5.0,462.0,1.0,12.0,0,0,1,1,4,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,235000.0
3.0,2.0,1276.0,35.0,462.0,2.0,10.0,1,5,2,1,14,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False,530000.0
1.0,1.0,533.0,35.0,462.0,2.0,10.0,1,5,2,1,11,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False,295000.0
3.0,2.0,1276.0,35.0,462.0,2.0,10.0,1,5,2,1,10,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False,542888.0
3.0,2.0,1130.0,24.0,384.0,1.0,12.0,1,1,2,1,14,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,328000.0
3.0,2.0,1212.0,20.0,538.0,2.0,12.0,1,0,2,1,7,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,350000.0
3.0,2.0,557.0,33.0,553.0,2.0,8.0,1,5,1,1,8,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False,340000.0
3.0,2.0,1212.0,20.0,538.0,2.0,12.0,1,0,2,1,7,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,336000.0
3.0,2.0,958.0,20.0,1013.0,1.0,21.0,0,1,2,1,11,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False,550000.0
3.0,2.0,1174.0,24.0,312.0,1.0,21.0,0,0,1,1,13,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False,595000.0
3.0,2.0,850.0,20.0,462.0,1.0,12.0,1,0,2,1,5,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,338000.0
3.0,2.0,1034.0,20.0,505.0,2.0,12.0,1,0,2,1,8,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False,425000.0
4.0,1.0,732.0,20.0,462.0,1.0,12.0,0,0,2,1,1,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,180000.0
3.0,1.0,700.0,20.0,462.0,1.0,12.0,0,0,1,1,14,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False,185000.0
3.0,1.0,650.0,20.0,462.0,1.0,12.0,0,3,2,1,14,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False,85000.0
4.0,3.0,2524.0,20.0,462.0,2.0,12.0,1,0,2,0,14,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,328000.0
2.0,1.0,615.0,20.0,1036.0,1.0,18.0,1,0,2,1,10,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False,255000.0
3.0,2.0,916.0,22.0,328.0,2.0,10.0,0,0,2,0,6,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,378000.0
2.0,1.0,635.0,20.0,280.0,1.0,8.0,1,5,2,1,9,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False,380000.0
2.0,1.0,660.0,20.0,462.0,1.0,12.0,0,0,2,0,14,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,270000.0
3.0,2.0,850.0,12.0,462.0,1.0,26.0,0,0,2,1,12,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False,225000.0
2.0,2.0,700.0,20.0,462.0,1.0,12.0,0,0,2,0,6,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,250000.0
3.0,2.0,650.0,20.0,462.0,1.0,12.0,1,0,2,0,6,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,213000.0
3.0,2.0,1294.0,21.0,286.0,2.0,15.0,0,1,2,1,13,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False,48000.0
3.0,2.0,950.0,20.0,462.0,1.0,12.0,0,0,2,0,14,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,268000.0
3.0,2.0,947.0,20.0,462.0,2.0,12.0,0,1,2,1,6,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,425000.0
2.0,2.0,1055.0,40.0,1360.0,5.0,9.0,0,5,2,0,9,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,460000.0
1.0,1.0,689.0,40.0,1360.0,5.0,9.0,0,5,2,0,13,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,295000.0
2.0,2.0,710.0,20.0,462.0,1.0,12.0,0,5,2,0,9,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,460000.0
3.0,2.0,1088.0,20.0,809.0,2.0,6.0,1,5,2,0,4,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,568000.0
3.0,2.0,1088.0,20.0,809.0,1.0,6.0,1,5,2,0,4,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,500000.0
3.0,2.0,1050.0,20.0,462.0,2.0,12.0,0,0,2,0,5,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,620000.0
3.0,2.0,753.0,20.0,462.0,1.0,12.0,1,0,2,1,4,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,215000.0
2.0,1.0,1101.0,20.0,462.0,1.0,12.0,0,0,2,0,14,2,False,False,False,False,False,False,False,False,False,False,False,True,False,False,148000.0
3.0,2.0,958.0,20.0,462.0,1.0,12.0,1,5,2,0,14,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,460000.0
3.0,2.0,720.0,9.0,900.0,1.0,12.0,0,0,1,1,9,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,180000.0
3.0,1.0,750.0,20.0,462.0,1.0,12.0,1,0,2,0,14,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,90000.0
2.0,2.0,904.0,8.0,462.0,1.0,12.0,1,1,2,0,7,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,140000.0
