Bedroom,Bathroom,Property Size,# of Floors,Total Units,Parking Lot,Property Age,Tenure Type Encoded,Property Type Encoded,Land Title Encoded,Transit Zone,Facility Count,Facility Tier,State_Kedah,State_Kelantan,State_Kuala Lumpur,State_Melaka,State_Negeri Sembilan,State_Other,State_Pahang,State_Penang,State_Perak,State_Putrajaya,State_Sabah,State_Sarawak,State_Selangor,State_Terengganu
3.0,2.0,880.0,6.0,462.0,1.0,12.0,1,0,2,1,3,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,887.0,30.0,808.0,1.0,13.0,1,1,2,0,10,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,3.0,1398.0,18.0,462.0,1.0,28.0,1,1,2,1,12,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,838.0,22.0,816.0,2.0,19.0,1,1,2,0,8,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1.0,1.0,447.0,21.0,455.0,1.0,11.0,1,1,2,1,7,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,3.0,1093.0,20.0,462.0,1.0,12.0,1,5,2,0,14,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,887.0,20.0,808.0,1.0,12.0,1,1,2,0,5,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2.0,2.0,735.0,20.0,462.0,1.0,12.0,0,0,2,0,14,2,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3.0,2.0,1087.0,38.0,420.0,2.0,15.0,1,1,2,0,14,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,850.0,5.0,462.0,1.0,12.0,0,0,2,1,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,1097.0,20.0,300.0,1.0,12.0,1,1,2,0,7,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2.0,2.0,765.0,22.0,348.0,1.0,6.0,1,1,2,0,6,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False
3.0,2.0,1100.0,28.0,222.0,1.0,13.0,1,1,2,1,11,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1.0,1.0,500.0,30.0,551.0,2.0,10.0,1,5,2,1,11,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,700.0,19.0,322.0,1.0,27.0,1,0,2,0,7,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,1023.0,20.0,1200.0,2.0,7.0,1,1,2,1,14,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,1065.0,4.0,1054.0,2.0,10.0,1,5,2,1,9,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,1204.0,5.0,320.0,1.0,5.0,0,0,2,0,8,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,650.0,14.0,2296.0,1.0,12.0,0,0,2,1,14,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,880.0,11.0,462.0,1.0,12.0,0,0,2,0,7,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,850.0,5.0,462.0,1.0,12.0,1,0,2,1,4,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,1012.0,23.0,744.0,1.0,12.0,1,5,2,1,8,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,950.0,31.0,4225.0,1.0,11.0,1,5,2,1,4,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,1323.0,18.0,462.0,1.0,27.0,1,1,2,1,9,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,600.0,20.0,462.0,1.0,12.0,0,3,2,0,14,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False
3.0,2.0,557.0,33.0,553.0,2.0,8.0,1,5,1,1,8,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,1050.0,20.0,771.0,2.0,10.0,1,1,2,0,6,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,818.0,5.0,462.0,1.0,12.0,1,0,1,1,5,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,1.0,590.0,20.0,462.0,1.0,12.0,0,3,2,1,14,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,650.0,5.0,462.0,1.0,12.0,0,3,2,1,14,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,991.0,20.0,704.0,1.0,16.0,0,1,1,1,9,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,700.0,20.0,462.0,1.0,12.0,1,3,2,0,14,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1.0,1.0,506.0,21.0,613.0,1.0,5.0,0,1,2,0,14,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,850.0,5.0,462.0,1.0,12.0,1,0,2,1,5,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,887.0,30.0,808.0,1.0,13.0,1,1,2,0,10,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,800.0,20.0,462.0,2.0,12.0,0,0,2,0,14,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2.0,1.0,550.0,20.0,462.0,2.0,12.0,1,1,1,1,14,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,900.0,20.0,462.0,1.0,12.0,1,0,2,0,3,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,1045.0,20.0,440.0,1.0,12.0,1,0,2,0,10,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,800.0,20.0,462.0,1.0,12.0,0,0,2,1,14,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,1045.0,13.0,445.0,1.0,19.0,1,0,2,1,6,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,1144.0,29.0,1709.0,1.0,15.0,0,1,2,1,8,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,1300.0,6.0,225.0,2.0,11.0,1,1,2,0,13,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,850.0,13.0,140.0,2.0,28.0,1,0,2,0,7,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,3.0,1243.0,24.0,240.0,2.0,5.0,0,5,2,1,7,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2.0,2.0,818.0,22.0,500.0,1.0,12.0,1,5,2,1,8,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,745.0,5.0,462.0,1.0,12.0,1,0,2,1,4,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,1.0,650.0,20.0,462.0,1.0,12.0,0,3,1,0,5,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3.0,2.0,2303.0,20.0,462.0,1.0,12.0,1,7,2,0,7,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,650.0,5.0,720.0,1.0,12.0,0,3,2,1,3,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2.0,2.0,1050.0,40.0,1360.0,2.0,9.0,0,5,2,0,11,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False
4.0,3.0,1626.0,36.0,202.0,1.0,20.0,1,1,2,1,11,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,800.0,29.0,462.0,1.0,18.0,1,0,2,0,7,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,1000.0,13.0,445.0,1.0,19.0,1,0,2,1,7,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,856.0,10.0,48.0,2.0,12.0,1,0,2,0,3,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,816.0,20.0,462.0,1.0,12.0,0,0,1,1,3,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,1200.0,20.0,462.0,1.0,12.0,1,1,2,0,5,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,830.0,21.0,462.0,1.0,22.0,0,1,2,1,10,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,800.0,20.0,462.0,1.0,12.0,0,0,2,1,8,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,728.0,20.0,462.0,1.0,12.0,0,3,2,1,14,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,3.0,2400.0,26.0,156.0,2.0,32.0,1,1,2,0,8,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False
4.0,3.0,1477.0,22.0,229.0,2.0,11.0,1,1,2,1,12,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,844.0,20.0,462.0,1.0,12.0,0,0,1,1,5,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,1334.0,30.0,1039.0,2.0,7.0,1,1,2,1,12,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,3.0,1222.0,20.0,462.0,2.0,12.0,1,1,2,0,5,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,1130.0,20.0,462.0,2.0,12.0,1,1,2,0,10,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2.0,2.0,816.0,18.0,238.0,2.0,11.0,1,5,2,1,7,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1.0,1.0,422.0,20.0,462.0,2.0,8.0,0,5,2,0,5,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False
3.0,2.0,665.0,23.0,462.0,1.0,17.0,1,0,2,0,8,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2.0,2.0,969.0,44.0,276.0,2.0,8.0,1,1,2,1,14,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,1012.0,11.0,704.0,1.0,25.0,1,1,2,1,8,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,850.0,22.0,816.0,2.0,19.0,1,1,2,0,9,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,3.0,1539.0,17.0,328.0,2.0,14.0,1,1,2,0,14,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,1052.0,14.0,244.0,2.0,6.0,1,1,2,1,10,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,1328.0,13.0,462.0,2.0,12.0,1,1,2,0,14,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,650.0,20.0,462.0,1.0,12.0,0,0,2,0,1,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2.0,1.0,495.0,20.0,462.0,1.0,12.0,0,3,2,0,14,2,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3.0,2.0,750.0,30.0,500.0,1.0,14.0,1,0,2,0,9,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1.0,1.0,650.0,20.0,462.0,1.0,12.0,1,0,2,0,6,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False
3.0,2.0,800.0,45.0,1168.0,2.0,8.0,1,1,2,0,9,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1.0,1.0,768.0,20.0,462.0,1.0,12.0,0,0,2,0,10,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False
3.0,3.0,1900.0,23.0,744.0,3.0,12.0,1,5,2,1,12,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2.0,2.0,861.0,20.0,462.0,1.0,12.0,0,1,2,0,3,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False
3.0,2.0,770.0,20.0,462.0,1.0,12.0,1,3,2,0,14,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,1074.0,20.0,462.0,2.0,13.0,0,1,2,1,9,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False
4.0,2.0,1353.0,20.0,462.0,2.0,0.0,1,0,1,0,13,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,800.0,23.0,433.0,1.0,27.0,1,0,2,0,8,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,945.0,5.0,462.0,1.0,12.0,0,0,1,1,4,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,1219.0,24.0,1235.0,2.0,5.0,1,1,2,0,10,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,790.0,20.0,462.0,1.0,12.0,1,0,2,1,14,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
4.0,2.0,1148.0,5.0,625.0,1.0,12.0,0,1,2,1,11,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2.0,2.0,950.0,20.0,462.0,1.0,12.0,0,1,2,0,4,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False
3.0,2.0,820.0,20.0,462.0,2.0,12.0,1,0,1,1,3,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,853.0,20.0,462.0,1.0,10.0,1,0,1,1,3,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,1046.0,20.0,462.0,1.0,12.0,0,1,2,1,7,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,1.0,650.0,20.0,462.0,1.0,12.0,0,0,2,1,14,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,700.0,35.0,462.0,1.0,28.0,1,1,2,0,5,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2.0,1.0,517.0,20.0,462.0,1.0,12.0,1,3,2,0,14,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,1098.0,20.0,684.0,1.0,12.0,0,1,2,1,7,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,3.0,1598.0,42.0,670.0,2.0,9.0,1,1,2,0,5,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,850.0,20.0,960.0,1.0,12.0,1,0,1,1,5,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2.0,1.0,732.0,20.0,418.0,1.0,10.0,1,5,2,0,14,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,926.0,20.0,462.0,2.0,12.0,1,5,2,1,9,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,4.0,1636.0,5.0,115.0,2.0,8.0,1,1,2,0,6,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2.0,2.0,894.0,20.0,654.0,1.0,13.0,1,1,2,1,6,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False
4.0,4.0,1850.0,20.0,82.0,2.0,12.0,0,1,2,0,8,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2.0,1.0,550.0,20.0,462.0,1.0,12.0,0,3,2,0,2,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,700.0,25.0,462.0,2.0,12.0,0,0,2,0,5,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,957.0,18.0,332.0,1.0,22.0,1,0,1,1,5,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,600.0,20.0,462.0,1.0,12.0,0,0,2,0,5,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,1080.0,17.0,444.0,2.0,12.0,0,5,2,1,7,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,1023.0,20.0,1200.0,2.0,7.0,1,1,2,1,14,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,800.0,20.0,635.0,1.0,7.0,1,0,2,1,9,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
6.0,5.0,2600.0,36.0,326.0,2.0,15.0,1,1,2,0,10,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,1.0,603.0,20.0,462.0,1.0,12.0,0,0,2,1,3,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,650.0,20.0,462.0,1.0,12.0,1,3,2,1,1,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1.0,1.0,541.0,15.0,760.0,1.0,7.0,1,5,1,0,8,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False
3.0,2.0,1265.0,32.0,228.0,2.0,6.0,1,1,2,1,6,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,753.0,5.0,112.0,1.0,12.0,0,0,2,1,2,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,650.0,20.0,462.0,1.0,12.0,1,3,2,1,14,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,1000.0,20.0,462.0,1.0,12.0,0,0,1,0,3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,1044.0,20.0,698.0,1.0,21.0,0,0,1,0,7,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4.0,2.0,1207.0,18.0,250.0,1.0,13.0,0,5,2,1,11,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,850.0,5.0,400.0,1.0,9.0,1,0,2,1,14,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,1004.0,20.0,462.0,3.0,12.0,1,1,2,1,14,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,860.0,27.0,462.0,1.0,21.0,1,1,2,0,7,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,850.0,22.0,816.0,1.0,19.0,1,1,2,0,9,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,1150.0,20.0,428.0,1.0,28.0,1,1,2,0,12,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,850.0,4.0,348.0,1.0,12.0,1,3,2,0,5,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2.0,2.0,865.0,20.0,462.0,1.0,12.0,1,1,2,0,10,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,753.0,20.0,462.0,2.0,12.0,1,0,2,1,6,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False
4.0,2.0,1272.0,17.0,475.0,2.0,13.0,1,1,2,1,6,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,1000.0,32.0,71.0,2.0,11.0,1,1,2,0,8,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False
4.0,5.0,2747.0600000000027,36.0,180.0,2.0,21.0,1,1,2,1,11,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.0,3.0,1250.0,36.0,981.0,2.0,11.0,1,1,2,1,11,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,1382.0,20.0,396.0,2.0,10.0,0,1,1,1,14,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False
4.0,2.0,1292.0,25.0,576.0,3.0,10.0,0,5,2,1,8,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,837.0,22.0,816.0,1.0,19.0,1,1,2,0,8,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,1072.0,20.0,1000.0,1.0,14.0,1,1,2,1,13,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,900.0,25.0,1168.0,2.0,3.0,1,0,2,1,9,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,736.0,20.0,596.0,1.0,16.0,1,0,1,1,4,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,860.0,20.0,462.0,1.0,12.0,1,0,2,0,14,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1.0,1.0,689.0,40.0,1360.0,5.0,9.0,0,5,2,0,13,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False
3.0,2.0,753.0,20.0,462.0,1.0,12.0,1,0,2,1,6,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,750.0,20.0,462.0,1.0,12.0,1,0,1,1,13,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
4.0,2.0,1207.0,18.0,250.0,1.0,13.0,0,5,2,1,10,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2.0,2.0,430.0,20.0,462.0,1.0,5.0,1,5,2,1,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,1141.0,21.0,613.0,1.0,5.0,0,0,2,0,14,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,800.0,29.0,462.0,1.0,18.0,1,0,2,0,7,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2.0,2.0,802.0,33.0,490.0,1.0,6.0,1,1,2,0,8,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,700.0,9.0,155.0,1.0,27.0,1,0,2,0,2,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,1250.0,20.0,462.0,2.0,12.0,1,1,2,0,14,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3.0,2.0,811.0,4.0,368.0,1.0,30.0,1,1,2,1,5,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False
4.0,3.0,1557.0,20.0,462.0,2.0,12.0,0,1,2,0,14,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False
4.0,2.0,920.0,20.0,462.0,1.0,9.0,1,0,2,0,5,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,980.0,21.0,358.0,1.0,13.0,0,1,2,1,10,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
4.0,3.0,1257.0,12.0,200.0,2.0,12.0,0,0,2,0,12,2,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3.0,2.0,860.0,27.0,462.0,2.0,21.0,1,1,2,0,7,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,945.0,5.0,462.0,1.0,12.0,0,0,2,1,3,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,1009.0,20.0,462.0,2.0,12.0,0,1,2,0,14,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False
3.0,2.0,1091.0,18.0,569.0,1.0,16.0,1,1,2,1,8,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,670.0,18.0,332.0,1.0,22.0,1,0,2,1,9,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,742.0,5.0,462.0,1.0,12.0,1,0,2,1,8,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,650.0,20.0,462.0,1.0,19.0,1,0,1,1,2,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,990.0,20.0,196.0,2.0,19.0,1,1,2,1,8,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.0,3.0,1463.0,20.0,462.0,1.0,12.0,0,1,1,1,8,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,800.0,22.0,462.0,1.0,21.0,0,0,2,0,5,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,997.0,20.0,188.0,1.0,12.0,1,1,1,1,8,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False
5.0,2.0,928.0,20.0,462.0,2.0,12.0,1,5,2,1,14,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.0,1.0,732.0,20.0,462.0,1.0,12.0,0,0,2,1,1,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,1207.0,18.0,250.0,2.0,13.0,0,5,1,1,8,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,1100.0,20.0,462.0,2.0,12.0,1,1,2,0,10,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,845.0,21.0,744.0,1.0,24.0,1,1,2,1,10,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,798.0,20.0,462.0,1.0,12.0,1,0,1,0,7,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2.0,1.0,560.0,20.0,462.0,1.0,12.0,1,3,2,1,14,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
4.0,3.0,1250.0,36.0,981.0,2.0,11.0,1,1,1,1,9,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,800.0,20.0,462.0,1.0,29.0,0,0,1,1,4,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2.0,1.0,525.0,20.0,462.0,1.0,12.0,1,3,2,0,14,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,811.0,4.0,368.0,1.0,30.0,1,1,2,1,5,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False
4.0,2.0,1722.0,20.0,462.0,1.0,12.0,1,1,2,0,9,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,1066.0,20.0,414.0,2.0,12.0,1,1,2,1,7,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,803.0,20.0,462.0,1.0,12.0,1,0,2,1,3,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,1041.0,20.0,462.0,2.0,12.0,1,1,2,0,5,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,1.0,720.0,20.0,462.0,1.0,12.0,0,0,1,1,14,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2.0,3.0,1162.0,40.0,811.0,1.0,15.0,1,1,2,1,9,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1.0,1.0,849.0,20.0,462.0,1.0,12.0,0,1,2,0,6,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,1005.0,23.0,462.0,1.0,12.0,0,1,1,1,3,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.0,1.0,625.0,20.0,462.0,1.0,12.0,1,3,2,0,5,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False
6.0,7.0,2747.0600000000027,20.0,551.0,3.0,12.0,1,1,2,1,14,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,1000.0,20.0,462.0,1.0,12.0,1,0,2,0,14,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1.0,1.0,465.0,21.0,462.0,1.0,22.0,0,0,2,1,8,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,806.0,20.0,462.0,1.0,12.0,0,0,2,0,14,2,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3.0,2.0,891.0,13.0,462.0,1.0,17.0,0,1,1,1,8,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,850.0,20.0,462.0,2.0,12.0,1,0,1,1,11,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,1222.0,8.0,67.0,2.0,12.0,1,0,2,1,3,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,800.0,20.0,1900.0,2.0,10.0,0,0,2,0,3,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,1140.0,14.0,608.0,2.0,9.0,1,1,2,0,7,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,3.0,1493.0,20.0,229.0,2.0,10.0,1,1,2,1,9,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,1334.0,15.0,462.0,2.0,12.0,1,1,2,0,7,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,807.0,17.0,322.0,1.0,9.0,1,0,1,0,5,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,700.0,20.0,205.0,1.0,29.0,1,1,2,0,4,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False
