Bedroom,Bathroom,Property Size,# of Floors,Total Units,Parking Lot,Property Age,Tenure Type Encoded,Property Type Encoded,Land Title Encoded,Transit Zone,Facility Count,Facility Tier,State_Kedah,State_Kelantan,State_Kuala Lumpur,State_Melaka,State_Negeri Sembilan,State_Other,State_Pahang,State_Penang,State_Perak,State_Putrajaya,State_Sabah,State_Sarawak,State_Selangor,State_Terengganu
3.0,2.0,1540.0,20.0,462.0,1.0,12.0,0,1,2,0,10,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2.0,2.0,520.0,20.0,462.0,1.0,12.0,0,3,2,0,2,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2.0,2.0,663.0,20.0,720.0,1.0,12.0,1,0,2,0,14,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4.0,2.0,1258.0,20.0,462.0,1.0,12.0,1,1,2,0,6,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,950.0,20.0,635.0,1.0,7.0,1,0,1,1,6,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,700.0,20.0,462.0,1.0,12.0,0,0,1,1,1,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False
4.0,2.0,1206.0,20.0,684.0,2.0,12.0,0,1,2,1,9,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
4.0,2.0,1106.0,19.0,392.0,2.0,12.0,1,1,2,1,12,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,1000.0,20.0,462.0,1.0,12.0,0,1,2,0,4,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False
3.0,2.0,835.0,22.0,816.0,1.0,19.0,1,1,2,0,8,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False
6.0,5.0,2747.0600000000027,20.0,256.0,2.0,18.0,1,1,2,0,9,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,850.0,20.0,462.0,1.0,12.0,1,0,2,0,2,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,700.0,20.0,462.0,1.0,12.0,1,0,2,0,3,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,950.0,31.0,4225.0,1.0,11.0,1,5,2,1,4,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False
4.0,3.0,1000.0,50.0,3600.0,2.0,3.0,0,1,2,1,6,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,1098.0,20.0,462.0,1.0,12.0,0,0,2,1,7,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,1069.0,38.0,462.0,1.0,16.0,0,1,2,0,8,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,810.0,20.0,462.0,1.0,12.0,0,5,2,0,14,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2.0,2.0,850.0,36.0,498.0,1.0,9.0,1,5,2,1,4,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,1100.0,16.0,512.0,1.0,20.0,0,0,2,0,9,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4.0,2.0,1238.0,27.0,798.0,2.0,18.0,1,1,2,1,9,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,1009.0,36.0,1338.0,2.0,9.0,0,5,2,1,11,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,1100.0,20.0,462.0,1.0,12.0,1,0,2,0,6,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False
4.0,3.0,1600.0,22.0,816.0,2.0,19.0,1,1,2,0,9,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,856.0,30.0,808.0,1.0,13.0,1,1,2,0,10,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,1140.0,20.0,462.0,1.0,12.0,1,0,2,1,7,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False
5.0,3.0,2335.0,38.0,420.0,4.0,15.0,1,1,2,0,14,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,982.0,16.0,462.0,1.0,12.0,1,1,2,1,5,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,1100.0,19.0,462.0,1.0,30.0,0,1,2,1,14,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,1100.0,28.0,650.0,1.0,9.0,0,1,2,1,7,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.0,1.0,624.0,5.0,462.0,1.0,12.0,1,0,2,0,14,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,1200.0,20.0,1400.0,1.0,18.0,1,1,2,1,10,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False
4.0,2.0,1206.0,20.0,462.0,1.0,12.0,0,1,1,1,7,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1.0,1.0,450.0,40.0,946.0,1.0,10.0,1,1,1,1,14,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,828.0,11.0,1240.0,1.0,26.0,1,1,2,1,6,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False
4.0,2.0,1050.0,5.0,462.0,1.0,12.0,0,1,1,1,6,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False
4.0,2.0,657.0,20.0,462.0,1.0,12.0,1,0,2,0,4,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,956.0,19.0,392.0,1.0,12.0,1,1,1,1,13,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,1239.0,33.0,550.0,2.0,5.0,1,1,2,0,9,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,689.0,17.0,3.0,1.0,34.0,1,0,2,0,14,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,1367.0,43.0,352.0,2.0,7.0,1,5,2,1,12,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
4.0,3.0,1800.0,20.0,462.0,3.0,12.0,0,2,2,0,14,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3.0,2.0,1288.0,20.0,462.0,1.0,12.0,0,0,2,0,14,2,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3.0,2.0,1169.0,24.0,576.0,1.0,32.0,1,1,2,1,8,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,1392.0,20.0,462.0,1.0,12.0,0,3,2,0,3,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3.0,2.0,850.0,20.0,462.0,2.0,12.0,1,5,2,1,11,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False
3.0,2.0,1018.0,20.0,462.0,2.0,12.0,0,1,2,1,6,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,800.0,4.0,75.0,2.0,12.0,1,0,2,1,8,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,3.0,1313.0,20.0,396.0,3.0,19.0,1,1,2,0,5,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,853.0,20.0,462.0,2.0,10.0,1,0,1,1,5,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,3.0,1213.0,21.0,482.0,2.0,10.0,0,1,2,1,9,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
4.0,2.0,965.0,14.0,336.0,2.0,16.0,1,1,2,1,14,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.0,3.0,1453.0,20.0,462.0,4.0,12.0,1,1,2,0,14,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,850.0,20.0,462.0,1.0,12.0,0,0,2,0,4,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False
3.0,2.0,680.0,10.0,462.0,1.0,12.0,1,0,2,1,3,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2.0,2.0,776.0,42.0,670.0,2.0,9.0,1,1,2,0,5,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,1.0,657.0,20.0,462.0,1.0,12.0,0,0,2,1,6,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,949.0,20.0,635.0,2.0,7.0,1,0,2,1,10,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,850.0,5.0,462.0,1.0,12.0,1,0,2,1,2,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,850.0,47.0,1413.0,2.0,5.0,1,5,2,1,12,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.0,1.0,700.0,5.0,7810.0,1.0,12.0,1,0,2,1,2,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,657.0,20.0,462.0,1.0,12.0,1,5,2,0,4,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,1075.0,20.0,462.0,1.0,12.0,0,1,1,0,6,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False
3.0,2.0,650.0,20.0,462.0,1.0,12.0,0,0,2,0,5,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,800.0,20.0,80.0,1.0,28.0,1,0,2,0,2,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,733.0,8.0,480.0,1.0,12.0,1,0,2,1,8,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,955.0,20.0,462.0,1.0,12.0,0,1,2,0,8,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False
3.0,2.0,700.0,24.0,234.0,1.0,12.0,1,0,2,0,4,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2.0,2.0,1055.0,33.0,256.0,2.0,6.0,1,1,2,0,7,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,1028.0,20.0,698.0,1.0,21.0,0,0,2,0,2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,760.0,5.0,480.0,1.0,12.0,1,0,2,1,2,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,614.0,20.0,462.0,1.0,12.0,0,0,2,1,3,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,770.0,34.0,1502.0,1.0,9.0,0,0,2,1,5,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False
4.0,5.0,2476.0,20.0,228.0,2.0,16.0,1,1,2,0,9,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,800.0,20.0,1900.0,2.0,10.0,0,0,2,0,3,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2.0,2.0,975.0,20.0,654.0,1.0,13.0,1,1,2,1,13,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.0,3.0,1106.0,43.0,493.0,2.0,5.0,0,1,2,1,7,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,650.0,20.0,462.0,1.0,12.0,0,3,2,1,14,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,1198.0,20.0,406.0,2.0,5.0,1,1,2,0,6,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,1283.0,35.0,547.0,1.0,12.0,1,1,2,0,9,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2.0,2.0,728.0,42.0,670.0,2.0,9.0,1,1,2,0,5,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,1100.0,9.0,462.0,1.0,12.0,1,0,2,1,5,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,728.0,20.0,462.0,1.0,12.0,0,3,1,1,14,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,1098.0,20.0,684.0,1.0,12.0,0,1,2,1,7,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,700.0,22.0,462.0,1.0,21.0,0,0,2,0,3,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,700.0,20.0,462.0,1.0,12.0,1,0,2,1,2,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False
3.0,2.0,951.0,42.0,1675.0,1.0,8.0,1,5,2,1,10,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
4.0,3.0,1257.0,12.0,200.0,2.0,12.0,0,0,2,0,7,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3.0,2.0,700.0,20.0,462.0,1.0,12.0,1,0,2,0,8,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,807.0,20.0,462.0,1.0,12.0,1,0,2,0,2,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,1.0,650.0,20.0,462.0,1.0,12.0,1,3,2,1,14,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2.0,2.0,1010.0,25.0,2003.0,1.0,7.0,1,5,2,0,14,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3.0,1.0,650.0,20.0,462.0,1.0,12.0,1,1,1,1,14,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,3.0,1288.0,30.0,808.0,1.0,13.0,1,1,2,0,10,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,700.0,20.0,462.0,1.0,12.0,0,0,2,0,4,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,880.0,20.0,462.0,1.0,12.0,1,0,2,1,14,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2.0,2.0,581.0,20.0,462.0,1.0,12.0,0,0,2,0,6,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False
4.0,4.0,2368.0,20.0,77.0,3.0,17.0,1,1,2,1,14,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,850.0,24.0,342.0,1.0,28.0,1,1,2,0,6,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,700.0,5.0,462.0,1.0,12.0,1,0,2,1,4,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2.0,2.0,818.0,20.0,462.0,1.0,9.0,1,1,2,0,4,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,1017.0,9.0,462.0,1.0,12.0,1,0,2,1,5,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,764.0,18.0,200.0,1.0,20.0,0,0,1,1,6,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,838.0,20.0,780.0,1.0,12.0,0,0,2,1,14,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,657.0,20.0,462.0,1.0,12.0,1,0,2,1,14,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,938.0,23.0,462.0,1.0,12.0,1,1,2,1,9,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,1250.0,30.0,410.0,2.0,9.0,1,1,2,0,14,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,700.0,20.0,462.0,1.0,20.0,1,0,2,0,7,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1.0,1.0,660.0,20.0,196.0,1.0,19.0,1,1,2,1,10,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,633.0,4.0,462.0,1.0,12.0,0,0,2,0,2,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3.0,2.0,960.0,13.0,234.0,1.0,12.0,0,0,2,1,3,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,970.0,14.0,528.0,1.0,29.0,0,0,2,0,6,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,1200.0,20.0,450.0,2.0,4.0,1,1,2,0,7,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,650.0,20.0,462.0,1.0,12.0,1,0,2,0,5,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,650.0,20.0,462.0,1.0,12.0,1,0,2,0,14,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2.0,1.0,527.0,5.0,462.0,1.0,12.0,0,0,2,1,1,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2.0,1.0,570.0,20.0,462.0,1.0,12.0,1,3,2,0,5,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,848.0,20.0,462.0,1.0,12.0,1,3,2,0,14,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,700.0,17.0,462.0,1.0,12.0,1,0,1,1,3,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False
3.0,3.0,1409.0,26.0,220.0,2.0,7.0,1,1,2,0,7,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,1080.0,16.0,416.0,1.0,19.0,1,1,1,1,14,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,700.0,10.0,360.0,2.0,12.0,1,0,2,1,7,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,786.0,18.0,462.0,1.0,12.0,1,0,2,1,4,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,1000.0,22.0,504.0,1.0,32.0,1,1,2,0,14,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,1175.0,32.0,462.0,1.0,31.0,1,1,1,1,7,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,1224.0,18.0,462.0,1.0,12.0,1,1,2,1,14,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,1000.0,20.0,462.0,1.0,12.0,1,0,2,1,3,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2.0,2.0,847.0,35.0,462.0,1.0,10.0,1,5,2,1,14,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
4.0,2.0,1350.0,4.0,96.0,1.0,11.0,0,0,2,0,4,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False
4.0,3.0,1200.0,25.0,452.0,2.0,9.0,1,1,2,1,5,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2.0,2.0,850.0,52.0,495.0,1.0,7.0,1,5,2,1,8,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,900.0,20.0,462.0,1.0,12.0,0,1,2,0,14,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False
3.0,2.0,884.0,20.0,462.0,1.0,12.0,1,0,1,1,3,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,700.0,20.0,462.0,2.0,12.0,0,0,2,0,14,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,1010.0,20.0,462.0,1.0,12.0,0,0,2,0,14,2,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1.0,1.0,715.0,20.0,392.0,1.0,12.0,1,0,2,0,14,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,1050.0,20.0,1200.0,1.0,7.0,1,1,2,1,14,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,1092.0,17.0,435.0,2.0,12.0,1,1,2,1,10,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.0,3.0,1300.0,55.0,360.0,2.0,6.0,1,1,2,0,4,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3.0,3.0,1598.0,42.0,670.0,2.0,9.0,1,1,2,0,8,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False
4.0,3.0,1250.0,20.0,462.0,1.0,12.0,1,0,2,0,12,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2.0,2.0,721.0,24.0,462.0,1.0,12.0,1,5,2,0,7,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2.0,2.0,818.0,20.0,462.0,1.0,9.0,1,1,2,0,8,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,864.0,20.0,1200.0,1.0,5.0,1,5,2,1,5,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False
5.0,5.0,2000.0,20.0,462.0,4.0,12.0,1,1,2,0,5,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,800.0,20.0,462.0,1.0,12.0,0,0,1,1,14,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,1001.0,4.0,462.0,1.0,21.0,0,0,1,1,3,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False
4.0,2.0,1334.0,15.0,462.0,1.0,12.0,1,1,2,0,8,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,1068.0,20.0,944.0,1.0,10.0,0,1,2,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1.0,1.0,477.0,23.0,763.0,1.0,9.0,1,5,2,1,9,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2.0,1.0,592.0,20.0,462.0,2.0,12.0,0,3,2,1,5,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,958.0,20.0,462.0,1.0,12.0,1,5,2,0,14,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4.0,3.0,1238.0,35.0,849.0,2.0,8.0,1,5,1,0,11,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1.0,1.0,732.0,18.0,752.0,1.0,26.0,1,1,2,1,8,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,916.0,20.0,462.0,1.0,12.0,1,1,2,0,14,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False
5.0,4.0,2400.0,20.0,462.0,3.0,12.0,1,1,2,0,10,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2.0,2.0,769.0,21.0,613.0,2.0,5.0,1,1,2,0,8,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,1058.0,16.0,260.0,1.0,12.0,1,0,2,1,8,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,1021.0,20.0,551.0,2.0,12.0,1,0,2,1,14,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,746.0,20.0,462.0,1.0,12.0,0,0,1,1,5,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,1000.0,20.0,462.0,2.0,12.0,1,1,2,0,9,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3.0,2.0,830.0,20.0,462.0,1.0,12.0,0,0,2,1,3,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,1205.0,20.0,462.0,2.0,10.0,1,1,2,1,8,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False
3.0,2.0,1100.0,30.0,816.0,2.0,10.0,1,1,2,0,9,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,1200.0,20.0,771.0,2.0,10.0,1,1,2,0,7,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,1012.0,22.0,531.0,2.0,15.0,0,1,2,0,8,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,815.0,20.0,462.0,1.0,12.0,0,1,2,0,14,2,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3.0,2.0,926.0,20.0,382.0,1.0,8.0,1,0,2,0,14,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,1174.0,24.0,312.0,1.0,21.0,0,0,1,1,13,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,3.0,1459.0,26.0,220.0,2.0,7.0,1,1,2,0,7,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False
4.0,2.0,1000.0,14.0,504.0,2.0,12.0,0,0,1,1,5,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,878.0,20.0,462.0,2.0,12.0,1,5,2,1,14,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,904.0,20.0,462.0,2.0,12.0,1,1,1,1,13,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False
3.0,2.0,700.0,25.0,462.0,1.0,12.0,0,0,2,0,3,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,700.0,30.0,462.0,1.0,12.0,1,0,2,0,6,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,1100.0,20.0,424.0,2.0,9.0,1,1,2,1,11,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,1080.0,12.0,462.0,2.0,12.0,1,0,2,0,6,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,850.0,20.0,632.0,1.0,34.0,0,0,2,0,3,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,910.0,15.0,462.0,1.0,19.0,1,0,2,1,8,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,1100.0,20.0,109.0,1.0,12.0,0,1,2,0,7,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False
3.0,2.0,700.0,24.0,234.0,1.0,12.0,1,0,2,0,3,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,927.0,5.0,208.0,1.0,25.0,0,1,1,1,3,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False
4.0,2.0,1272.0,20.0,462.0,1.0,12.0,0,1,2,1,11,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,842.0,19.0,408.0,1.0,8.0,0,5,1,1,7,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False
6.0,5.0,2747.0600000000027,24.0,234.0,4.0,12.0,1,1,2,0,1,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,700.0,10.0,360.0,1.0,12.0,1,0,2,1,5,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,720.0,20.0,462.0,1.0,12.0,1,0,2,0,3,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,887.0,30.0,808.0,2.0,13.0,1,1,2,0,10,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1.0,1.0,452.0,12.0,136.0,1.0,6.0,1,6,1,1,8,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
4.0,2.0,1000.0,20.0,462.0,2.0,12.0,1,1,2,1,9,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,933.0,20.0,462.0,1.0,12.0,0,5,2,0,8,2,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2.0,2.0,812.0,20.0,462.0,2.0,12.0,1,5,2,1,14,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,1274.0,20.0,215.0,2.0,7.0,1,0,2,1,5,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,963.0,4.0,1.0,1.0,13.0,1,0,2,0,14,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2.0,1.0,550.0,20.0,462.0,1.0,12.0,1,0,2,0,14,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,700.0,23.0,2115.0,1.0,23.0,1,3,2,0,3,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,3.0,1045.0,20.0,462.0,2.0,12.0,1,1,2,1,8,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,900.0,23.0,744.0,2.0,12.0,1,5,2,1,10,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,798.0,20.0,462.0,1.0,12.0,0,0,1,0,6,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False
3.0,2.0,1539.0,20.0,462.0,1.0,12.0,0,1,2,0,5,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3.0,2.0,1144.0,20.0,243.0,1.0,12.0,0,5,2,0,7,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False
